1,56
2,147
1,19
1,53
1,43
1,62
1,33
1,17
1,23
2,140
1,17
1,72
1,17
1,78
1,61
2,126
1,18
1,63
3,302
1,66
1,79
1,20
1,18
1,84
1,46
1,49
2,187
1,23
1,17
2,139
1,21
1,80
1,14
3,347
4,857
1,70
1,6
1,21
2,117
1,17
1,52
1,18
1,21
1,94
1,17
1,8
1,9
3,399
1,48
1,34
1,47
2,107
1,94
1,97
4,719
1,58
2,152
1,35
3,283
2,149
3,207
1,54
1,60
1,4
1,59
4,611
1,54
1,68
