5,2,113
5,1,7
5,1,22
5,1,70
5,1,3
5,1,16
5,1,7
5,1,49
5,1,96
5,1,89
5,1,14
5,1,2
5,2,135
5,1,3
5,1,3
5,2,117
5,2,125
5,1,71
5,1,2
5,1,7
5,1,3
5,1,7
5,1,3
5,1,12
5,1,77
5,2,118
5,1,80
5,2,102
5,1,6
5,1,45
5,1,31
5,1,3
5,1,20
5,2,103
5,1,6
5,1,10
5,1,7
5,1,7
5,1,33
5,1,5
5,2,120
5,1,89
5,1,3
5,1,5
5,1,46
5,2,110
5,1,8
5,1,7
5,2,145
5,1,35
5,1,26
5,1,2
5,1,71
5,1,55
5,1,6
5,1,18
5,1,23
5,1,56
5,1,6
5,1,85
5,2,112
5,1,17
5,1,6
5,1,2
5,1,24
5,1,30
5,1,17
5,1,3
5,1,3
5,1,2
5,1,51
5,1,89
5,1,18
5,1,8
5,1,30
5,1,10
5,1,2
5,1,4
5,2,110
5,1,86
5,1,83
5,1,95
5,1,51
5,1,2
5,2,124
5,1,12
5,2,126
5,2,120
5,1,85
5,1,9
5,1,56
5,1,28
5,1,2
5,1,4
5,1,2
5,1,5
5,1,55
5,2,129
5,1,5
5,1,31
5,2,124
5,1,83
5,1,13
5,1,11
5,1,52
5,1,2
5,1,6
5,1,8
5,1,15
5,1,2
5,1,17
5,2,133
5,2,131
5,1,15
5,1,6
5,1,13
5,1,2
5,1,3
5,1,5
5,1,92
5,2,135
5,1,73
5,1,5
5,1,78
5,1,5
5,1,2
5,1,13
5,1,2
5,1,3
5,1,4
5,1,74
5,1,2
5,2,117
5,1,6
5,1,4
5,1,3
5,1,67
5,1,86
5,1,5
5,1,48
5,1,4
5,1,66
5,1,16
5,1,90
5,1,68
5,1,75
5,1,4
5,1,9
5,1,25
5,1,79
5,1,13
5,1,6
5,1,14
5,1,81
5,1,96
5,2,114
5,1,14
5,1,2
5,2,147
5,1,9
5,1,5
5,1,7
5,1,80
5,1,6
5,2,130
5,1,79
5,1,29
5,2,100
5,1,11
5,1,22
5,1,93
5,1,17
5,2,135
5,1,5
5,1,98
5,2,102
5,1,7
5,1,2
5,1,8
5,1,7
5,1,23
5,1,93
5,2,124
5,1,8
5,1,3
5,1,2
5,1,9
5,1,9
5,1,5
5,2,110
5,1,27
5,1,21
5,1,10
5,1,38
5,2,106
5,1,11
5,2,133
5,1,28
5,1,62
5,1,4
5,1,68
5,1,2
5,1,2
5,1,9
5,2,115
5,1,9
5,1,21
5,1,53
5,1,5
5,2,108
5,1,77
5,1,2
5,1,2
5,1,26
5,1,8
5,1,81
5,1,9
5,1,76
5,1,15
5,1,57
5,1,2
5,1,3
5,2,105
5,1,61
5,1,72
5,1,4
5,1,5
5,1,34
5,1,10
5,1,2
5,1,86
5,1,3
5,1,38
5,1,73
5,1,4
5,1,14
5,1,71
5,1,4
5,1,84
5,1,52
5,1,13
5,2,120
5,1,3
5,1,15
5,2,135
5,1,2
5,1,40
5,2,153
5,1,2
5,1,2
5,1,4
5,1,13
5,1,12
5,1,10
5,1,22
5,1,4
5,2,135
5,1,84
5,1,11
5,1,2
5,1,21
5,1,8
5,1,3
5,1,3
5,1,2
5,1,5
5,1,14
5,2,112
5,1,52
5,1,14
5,2,151
5,1,65
5,1,50
5,1,19
5,1,19
5,1,14
5,1,2
5,1,11
5,1,83
5,1,15
5,1,5
5,1,7
5,1,2
5,1,10
5,1,89
5,1,2
5,1,13
5,1,5
5,1,43
5,1,7
5,1,89
5,1,2
5,1,3
5,1,51
5,2,134
5,1,2
5,2,127
5,1,4
5,1,2
5,1,15
5,1,4
5,1,29
5,1,26
5,1,6
5,1,82
5,1,6
5,1,18
5,1,5
5,1,5
5,1,30
5,1,12
5,1,96
5,1,58
5,1,3
5,1,47
5,2,138
5,1,6
5,1,8
5,1,3
5,1,5
5,1,7
5,1,3
5,2,145
5,1,2
5,1,16
5,1,75
5,1,24
5,1,11
5,1,90
5,1,17
5,2,119
5,1,3
5,1,7
5,1,7
5,1,98
5,2,128
5,1,10
5,1,3
5,1,65
5,1,3
5,1,4
5,2,136
5,1,37
5,1,3
5,1,4
5,1,4
5,1,76
5,1,23
5,2,121
5,1,3
5,1,17
5,1,7
5,1,2
5,1,3
5,1,6
5,1,57
5,1,3
5,1,23
5,1,6
5,1,70
5,1,3
5,1,12
5,1,17
5,1,9
5,2,171
5,1,10
5,1,2
5,1,2
5,1,41
5,1,9
5,1,61
5,1,2
5,2,138
5,1,2
5,1,10
5,1,89
5,1,66
5,1,2
5,1,2
5,1,4
5,1,10
5,1,14
5,2,135
5,1,83
5,1,7
5,1,15
5,2,149
5,1,23
5,2,118
5,1,2
5,2,130
5,1,75
5,1,3
5,1,3
5,1,2
5,1,11
5,1,13
5,1,4
5,1,2
5,1,3
5,1,7
5,1,5
5,1,4
5,1,59
5,1,61
5,1,76
5,2,110
5,1,24
5,1,9
5,1,9
5,2,148
5,1,8
5,1,2
5,1,2
5,1,56
5,1,3
5,1,2
5,1,6
5,1,53
5,1,21
5,1,11
5,1,14
5,1,4
5,1,5
5,1,18
5,1,5
5,1,17
5,1,27
5,1,12
5,1,10
5,2,177
5,1,3
5,1,2
5,1,12
5,1,10
5,1,4
5,1,34
5,1,2
5,1,7
5,1,6
5,1,2
5,1,56
5,1,11
5,1,10
5,1,3
5,1,9
5,2,152
5,1,3
5,1,3
5,1,42
5,1,2
5,1,23
5,1,4
5,1,15
5,1,13
5,1,10
5,1,7
5,1,2
5,1,5
5,1,48
5,1,12
5,1,8
5,1,10
5,1,7
5,1,8
5,1,3
5,1,5
5,1,69
5,1,87
5,1,94
5,1,10
5,1,3
5,1,42
5,1,5
5,1,2
5,1,14
5,2,138
5,1,2
5,1,6
5,1,2
5,1,9
5,1,11
5,1,2
5,1,5
5,1,2
5,1,6
5,1,3
5,1,69
5,2,108
5,1,83
5,1,13
5,1,20
5,1,2
5,1,8
5,1,8
5,1,6
5,1,11
5,1,2
5,1,4
5,1,3
5,1,6
5,1,39
5,1,4
5,1,11
5,1,6
5,1,64
5,1,3
5,1,3
5,1,2
5,1,4
5,1,89
5,1,82
5,1,30
5,1,3
5,1,4
5,2,140
5,2,148
5,2,144
5,1,13
5,1,10
5,1,4
5,1,89
5,1,2
5,1,20
5,1,8
5,1,4
5,1,88
5,1,15
5,1,11
5,1,37
5,1,2
5,1,58
5,1,69
5,1,17
5,1,2
5,1,24
5,1,62
5,1,31
5,1,35
5,1,91
5,1,47
5,1,4
5,1,69
5,1,49
5,1,12
5,1,3
5,2,101
5,1,12
5,2,161
5,2,101
5,1,22
5,1,6
5,1,2
5,2,147
5,1,13
5,1,9
5,1,24
5,1,5
5,2,103
5,1,8
5,1,2
5,1,11
5,1,39
5,1,12
5,1,6
5,1,17
5,1,86
5,1,94
5,1,21
5,1,83
5,1,4
5,1,63
5,1,2
5,1,9
5,1,9
5,1,86
5,1,30
5,1,8
5,1,3
5,1,4
5,1,4
5,1,3
5,1,3
5,1,19
5,1,15
5,1,5
5,1,18
5,1,2
5,1,58
5,1,4
5,1,10
5,1,32
5,1,2
5,1,2
5,1,4
5,1,5
5,1,9
5,1,2
5,2,105
5,1,13
5,1,2
5,1,5
5,1,29
5,1,30
5,1,11
5,1,12
5,1,10
5,1,15
5,1,3
5,1,3
5,2,110
5,1,2
5,1,24
5,1,6
5,2,107
5,1,2
5,2,111
5,1,2
5,1,5
5,1,8
5,1,26
5,1,5
5,2,129
5,1,10
5,1,7
5,1,4
5,1,8
5,1,17
5,1,75
5,1,82
5,1,3
5,1,13
5,1,94
5,1,23
5,2,109
5,2,162
5,1,2
5,1,2
5,2,149
5,1,11
5,1,2
5,1,7
5,1,29
5,1,71
5,1,34
5,1,9
5,1,20
5,1,6
5,1,2
5,1,39
5,1,50
5,1,92
5,1,76
5,1,15
5,1,2
5,2,113
5,1,14
5,1,89
5,2,134
5,1,5
5,1,77
5,1,2
5,1,34
5,2,106
5,1,98
5,1,2
5,1,7
5,1,2
5,1,9
5,1,2
5,1,30
5,1,2
5,1,35
5,1,69
5,1,6
5,1,3
5,1,48
5,1,8
5,1,88
5,2,144
5,1,9
5,1,3
5,1,76
5,1,5
5,1,4
5,1,4
5,1,31
5,2,105
5,1,13
5,1,13
5,1,5
5,1,3
5,1,30
5,1,8
5,1,8
5,1,59
5,1,98
5,1,4
5,1,7
5,1,4
5,1,93
5,1,5
5,1,68
5,1,75
5,1,98
5,1,3
5,1,10
5,1,3
5,1,9
5,1,4
5,1,13
5,1,16
5,1,2
5,1,15
5,1,62
5,1,4
5,1,19
5,2,143
5,1,5
5,1,3
5,1,12
5,1,3
5,1,28
5,1,3
5,1,23
5,1,4
5,2,119
5,1,3
5,1,3
5,1,4
5,2,144
5,1,2
5,1,72
5,1,4
5,1,10
5,1,7
5,1,91
5,1,11
5,2,130
5,1,49
5,1,4
5,1,91
5,1,17
5,1,17
5,1,12
5,1,9
5,1,63
5,1,25
5,1,6
5,1,4
5,1,67
5,1,2
5,1,3
5,1,8
5,1,2
5,1,19
5,2,121
5,1,2
5,1,70
5,1,3
5,2,148
5,2,107
5,1,3
5,1,18
5,1,13
5,1,4
5,1,16
5,1,4
5,1,12
5,1,11
5,1,49
5,1,3
5,1,22
5,2,145
5,1,82
5,1,4
5,1,71
5,1,3
5,1,11
5,1,3
5,1,8
5,1,4
5,1,58
5,1,8
5,1,7
5,1,71
5,2,129
5,1,27
5,1,23
5,1,13
5,1,26
5,1,2
5,1,17
5,1,81
5,1,2
5,1,30
5,1,5
5,1,4
5,2,131
5,1,6
5,1,2
5,2,140
5,1,50
5,1,7
5,1,71
5,1,32
5,1,70
5,1,4
5,1,5
5,1,8
5,1,2
5,1,2
5,2,146
5,1,4
5,3,324
5,1,36
5,1,3
5,1,5
5,1,20
5,1,68
5,1,7
5,1,8
