1,93
3,248
1,17
4,869
1,73
3,238
1,63
1,72
1,44
1,2
1,11
1,42
1,10
1,2
1,5
1,60
1,2
2,110
2,105
1,14
1,8
2,127
1,2
1,11
2,162
1,2
1,5
1,82
1,74
1,8
4,843
1,77
1,2
2,199
2,111
1,6
1,2
1,2
1,72
1,21
2,188
2,141
1,5
2,125
1,33
2,133
2,169
2,158
1,4
3,248
1,3
1,77
1,30
1,17
1,68
2,153
1,2
1,3
1,13
1,15
1,39
1,3
1,3
1,37
1,74
1,12
2,142
1,82
1,79
1,75
1,18
1,3
1,21
1,12
1,15
1,4
2,180
1,51
1,3
1,10
1,2
1,13
1,2
2,116
1,6
1,13
1,32
1,3
1,75
1,5
1,65
1,2
1,3
1,5
1,73
1,78
1,57
1,3
1,6
1,58
2,125
1,99
1,2
1,80
3,308
1,14
1,6
1,3
1,3
1,53
2,166
1,17
1,64
2,105
1,11
1,5
2,163
2,128
2,106
1,9
1,51
2,128
3,207
1,4
2,151
1,27
1,3
1,5
2,101
1,25
1,18
1,7
1,2
1,2
1,18
1,3
4,741
2,131
1,14
3,247
1,9
1,39
1,64
2,134
1,3
1,74
1,13
1,2
1,15
2,132
1,7
1,9
1,19
1,6
1,74
2,164
1,74
1,15
1,39
3,281
1,5
1,66
1,6
1,4
1,35
1,5
1,6
1,15
2,109
1,5
1,52
3,488
1,96
1,4
1,11
1,8
1,49
1,7
2,105
2,141
1,22
2,155
1,89
1,17
1,81
1,7
1,2
1,9
1,28
1,2
1,11
1,2
1,14
1,50
1,63
1,17
1,27
1,6
1,13
1,2
1,75
1,59
1,74
1,7
2,141
2,133
1,4
1,45
1,3
2,104
1,4
2,192
1,66
1,10
1,84
1,8
2,168
1,70
1,20
1,3
1,34
1,21
1,50
2,110
1,2
1,17
1,2
1,12
1,76
1,53
1,12
1,25
1,25
1,48
1,62
2,158
2,115
1,2
1,35
1,2
1,44
1,6
2,110
2,172
1,4
1,4
1,8
1,20
1,3
1,14
1,8
1,6
2,183
1,2
1,2
1,20
1,4
1,6
1,63
1,5
1,7
1,51
1,5
1,8
2,129
2,135
1,67
2,129
1,13
1,8
1,7
1,3
1,11
1,48
1,28
1,12
1,4
2,148
1,58
1,61
1,6
1,16
1,6
1,9
1,79
1,17
1,11
1,14
1,17
1,9
1,14
3,230
1,52
3,267
1,6
1,11
1,5
2,146
1,87
1,60
1,27
2,125
4,962
3,269
1,92
1,18
1,2
1,65
1,2
1,13
1,12
1,10
1,7
1,70
1,6
4,836
1,14
1,10
3,202
1,20
1,4
1,77
1,7
1,57
1,78
1,64
1,3
1,4
2,162
1,7
