1,18
1,17
1,5
1,10
1,72
1,81
1,69
1,5
1,19
1,3
1,13
1,11
1,5
3,245
1,2
3,267
1,9
1,34
1,2
1,73
1,88
2,107
1,21
1,44
1,3
1,2
1,67
1,3
1,6
1,2
1,6
2,141
1,3
1,20
1,6
2,105
1,9
1,4
1,3
1,68
1,2
1,46
2,154
1,2
1,20
2,106
1,4
1,39
1,2
1,2
1,10
1,2
1,2
1,2
3,254
1,5
1,10
1,81
1,7
1,2
1,82
1,78
1,74
1,12
1,69
1,3
1,37
1,4
1,38
2,116
1,2
1,81
1,5
1,3
1,63
1,14
2,152
1,21
1,12
1,7
2,141
1,6
4,566
2,197
2,177
2,131
1,18
1,6
1,6
1,21
1,2
1,70
1,10
1,80
1,2
1,3
1,61
1,2
1,5
1,3
1,15
1,2
2,112
1,9
1,5
1,92
1,21
1,96
1,77
1,8
3,216
1,9
1,12
2,138
1,11
2,148
2,122
1,3
2,125
1,2
2,124
1,69
2,161
2,140
1,7
1,57
1,10
1,66
1,3
1,14
2,139
1,5
1,8
2,148
1,3
1,2
1,6
1,3
1,67
1,5
1,90
1,14
1,3
2,161
1,2
2,116
1,5
1,3
1,20
1,35
1,2
1,8
1,4
1,69
1,5
1,65
2,100
1,15
1,9
1,2
1,5
1,4
1,3
1,45
1,5
1,3
1,78
1,14
1,2
2,142
1,11
1,28
1,3
1,2
1,6
1,4
1,3
1,3
1,2
3,242
1,81
1,32
1,5
1,8
1,91
1,21
1,2
1,5
1,2
2,101
1,12
1,2
1,4
1,37
1,10
3,232
1,38
1,25
1,2
1,8
1,7
1,3
1,3
2,112
1,32
1,12
1,2
1,5
1,3
1,6
1,2
1,12
1,3
1,73
1,4
1,84
2,123
1,2
2,132
1,2
1,5
1,88
1,3
1,3
1,3
2,128
1,2
1,93
1,2
1,2
2,146
1,2
3,207
3,383
1,3
1,4
1,5
1,3
1,29
1,85
1,2
2,155
3,211
1,6
1,2
1,16
1,4
1,5
2,166
1,78
3,246
1,87
1,3
1,35
1,8
1,71
1,31
1,2
1,10
1,3
1,2
1,61
1,54
1,2
1,78
1,5
1,6
2,110
1,17
1,11
1,74
1,5
2,114
1,54
1,4
1,2
1,6
2,170
1,3
2,110
1,2
1,11
1,16
1,54
1,15
1,73
1,17
2,142
1,29
1,5
1,3
1,48
1,10
1,3
1,16
1,46
1,7
1,2
1,3
1,4
1,4
1,5
1,2
1,83
1,3
1,5
1,2
1,2
1,3
1,26
1,99
1,3
1,2
1,26
1,2
1,2
1,8
1,7
2,130
2,176
2,188
1,5
1,71
1,2
1,5
2,114
1,2
1,9
1,2
1,45
1,11
1,81
2,170
1,7
1,50
1,7
1,5
1,7
1,3
1,4
2,118
1,58
1,8
1,4
1,11
2,162
1,44
1,13
2,115
1,26
1,41
1,20
1,15
1,24
1,27
1,5
1,2
1,25
1,18
2,119
1,8
1,4
1,13
2,117
1,7
2,139
1,3
1,6
1,9
1,8
1,11
1,2
1,30
1,3
1,28
1,2
1,4
1,3
2,164
1,5
1,2
2,112
1,93
1,2
1,4
1,11
1,19
1,13
2,137
1,2
3,232
2,147
1,14
1,5
2,114
4,610
3,242
1,26
2,112
1,4
1,6
1,2
1,2
2,156
1,2
